12351,-143465174700722,0,0,-117712.6,134815.4,9.9,-0.079,83335887,0,ACQUIRING,1.000000000000,0
12352,-143465174646633,0,0,-67669.6,143054.1,10.7,-0.073,83335888,0,ACQUIRING,1.000000000000,0
12353,-143465174567897,0,0,-32456.5,150271.3,11.3,-0.073,83335888,0,ACQUIRING,1.000000000000,0
12354,-143465174612111,0,0,-21140.1,138781.8,11.6,-0.070,83335887,0,ACQUIRING,1.000000000000,0
12355,-143465174562462,0,0,-10525.9,132769.0,12.1,-0.072,83335888,0,ACQUIRING,1.000000000000,0
12356,-143465174506546,0,0,-1143.1,129885.0,12.7,-0.069,83335888,0,ACQUIRING,1.000000000000,0
12357,-143465174439300,0,0,7363.9,129427.5,12.9,-0.067,83335887,0,ACQUIRING,1.000000000000,0
12358,-143465174443769,0,0,11466.2,124528.2,13.3,-0.059,83335888,0,ACQUIRING,1.000000000000,0
12359,-143465174360545,0,0,16592.8,123326.2,13.3,-0.052,83335887,0,ACQUIRING,1.000000000000,0
12360,-143465174354692,0,0,19337.3,119514.1,13.5,-0.051,83335887,0,ACQUIRING,1.000000000000,0
12361,-143465174369645,0,0,20082.7,114610.0,13.4,-0.042,83335886,0,ACQUIRING,1.000000000000,0
12362,-143465174358177,0,0,20351.8,110144.4,13.4,-0.041,83335886,0,ACQUIRING,1.000000000000,0
12363,-143465174336078,0,0,20570.4,106163.3,13.5,-0.041,83335887,0,ACQUIRING,1.000000000000,0
12364,-143465174213595,0,0,22718.7,105579.1,13.5,-0.049,83335885,0,ACQUIRING,1.000000000000,0
12365,-143465174227815,0,0,23578.3,102808.5,13.5,-0.049,83335886,0,ACQUIRING,1.000000000000,0
12366,-143465174240492,0,0,23621.1,99740.6,13.5,-0.049,83335886,0,ACQUIRING,1.000000000000,0
12367,-143465174189790,0,0,24039.1,97130.1,13.4,-0.062,83335886,0,ACQUIRING,1.000000000000,0
12368,-143465174107905,0,0,25099.8,96054.6,13.5,-0.067,83335885,0,ACQUIRING,1.000000000000,0
12369,-143465174048887,0,0,26298.6,95861.1,13.4,-0.067,83335886,0,ACQUIRING,1.000000000000,0
12370,-143465174098791,0,0,26382.4,93563.5,13.4,-0.057,83335886,0,ACQUIRING,1.000000000000,0
12371,-143465174007553,0,0,27095.5,92472.4,13.5,-0.063,83335885,0,ACQUIRING,1.000000000000,0
12372,-143465174029061,0,0,27202.0,90466.9,13.5,-0.096,83335884,0,ACQUIRING,1.000000000000,0
12373,-143465173916815,0,0,28012.6,90352.5,13.3,-0.118,83335885,0,ACQUIRING,1.000000000000,0
12374,-143465173927139,0,0,28351.7,88880.8,13.3,-0.125,83335885,0,ACQUIRING,1.000000000000,0
12375,-143465173928841,0,0,28401.0,87163.3,12.6,-0.184,83335884,0,ACQUIRING,1.000000000000,0
12376,-143465173908212,0,0,28387.2,85534.7,12.3,-0.208,83335886,0,ACQUIRING,1.000000000000,0
12377,-143465173886527,0,0,28332.8,84006.6,12.3,-0.203,83335885,0,ACQUIRING,1.000000000000,0
12378,-143465173859892,0,0,28278.0,82560.6,12.5,-0.187,83335886,0,ACQUIRING,1.000000000000,0
12379,-143465173810999,0,0,28349.9,81201.9,12.5,-0.195,83335884,0,ACQUIRING,1.000000000000,0
12380,-143465173741892,0,0,28627.5,80361.1,12.5,-0.193,83335885,0,ACQUIRING,1.000000000000,0
12381,-143465173685840,0,0,28997.2,80032.3,12.5,-0.192,83335885,0,ACQUIRING,1.000000000000,0
12382,-143465173643350,0,0,29371.3,79859.9,12.2,-0.190,83335885,0,ACQUIRING,1.000000000000,0
12383,-143465173665868,0,0,29452.6,78731.2,12.2,-0.197,83335884,0,ACQUIRING,1.000000000000,0
12384,-143465173573199,0,0,29791.3,78630.3,12.0,-0.196,83335885,0,ACQUIRING,1.000000000000,0
12385,-143465173596136,0,0,29865.7,77585.0,11.9,-0.196,83335885,0,ACQUIRING,1.000000000000,0
12386,-143465173501881,0,0,30176.9,77564.3,11.7,-0.203,83335884,0,ACQUIRING,1.000000000000,0
12387,-143465173513816,0,0,30289.7,76684.3,11.7,-0.204,83335885,0,ACQUIRING,1.000000000000,0
12388,-143465173473466,0,0,30421.7,75914.9,11.6,-0.205,83335885,0,ACQUIRING,1.000000000000,0
12389,-143465173460443,0,0,30478.0,75003.4,11.6,-0.205,83335885,0,ACQUIRING,1.000000000000,0
12390,-143465173440413,0,0,30493.7,74086.8,11.7,-0.210,83335884,0,ACQUIRING,1.000000000000,0
12391,-143465173412928,0,0,30498.2,73199.8,11.8,-0.216,83335884,0,ACQUIRING,1.000000000000,0
12392,-143465173361886,0,0,30561.6,72414.0,11.7,-0.218,83335885,0,ACQUIRING,1.000000000000,0
12393,-143465173316766,0,0,30657.6,71760.0,11.3,-0.222,83335885,0,ACQUIRING,1.000000000000,0
12394,-143465173250916,0,0,30835.4,71597.4,11.4,-0.226,83335884,0,ACQUIRING,1.000000000000,0
12395,-143465173298035,0,0,30793.0,70853.9,11.8,-0.236,83335883,0,ACQUIRING,1.000000000000,0
12396,-143465173221794,0,0,30866.9,70223.2,11.8,-0.242,83335884,0,ACQUIRING,1.000000000000,0
12397,-143465173242123,0,0,30811.9,69563.6,12.0,-0.246,83335884,0,ACQUIRING,1.000000000000,0
